log,n_traces,n_unique_traces,ratio_unique_traces_per_trace,n_events,trace_len_min,trace_len_max,trace_len_mean,trace_len_median,trace_len_mode,trace_len_std,trace_len_variance,trace_len_q1,trace_len_q3,trace_len_iqr,trace_len_geometric_mean,trace_len_geometric_std,trace_len_harmonic_mean,trace_len_skewness,trace_len_kurtosis,trace_len_coefficient_variation,trace_len_entropy,trace_len_hist1,trace_len_hist2,trace_len_hist3,trace_len_hist4,trace_len_hist5,trace_len_hist6,trace_len_hist7,trace_len_hist8,trace_len_hist9,trace_len_hist10,trace_len_skewness_hist,trace_len_kurtosis_hist,ratio_most_common_variant,ratio_top_1_variants,ratio_top_5_variants,ratio_top_10_variants,ratio_top_20_variants,ratio_top_50_variants,ratio_top_75_variants,mean_variant_occurrence,std_variant_occurrence,skewness_variant_occurrence,kurtosis_variant_occurrence,n_unique_activities,activities_min,activities_max,activities_mean,activities_median,activities_std,activities_variance,activities_q1,activities_q3,activities_iqr,activities_skewness,activities_kurtosis,n_unique_start_activities,start_activities_min,start_activities_max,start_activities_mean,start_activities_median,start_activities_std,start_activities_variance,start_activities_q1,start_activities_q3,start_activities_iqr,start_activities_skewness,start_activities_kurtosis,n_unique_end_activities,end_activities_min,end_activities_max,end_activities_mean,end_activities_median,end_activities_std,end_activities_variance,end_activities_q1,end_activities_q3,end_activities_iqr,end_activities_skewness,end_activities_kurtosis,entropy_trace,entropy_prefix,entropy_global_block,entropy_lempel_ziv,entropy_k_block_diff_1,entropy_k_block_diff_3,entropy_k_block_diff_5,entropy_k_block_ratio_1,entropy_k_block_ratio_3,entropy_k_block_ratio_5,entropy_knn_3,entropy_knn_5,entropy_knn_7
scenario3_1000_attribute_0.1,1000,1000,1,44046,42,47,44.046,43,43,1.76631933692637,3.119884,43,46,3,44.0109366732445,1.04063709498038,43.9762514375529,0.404912994816898,-1.40144512696405,0.040101696792589,6.90695521958482,0.438,0,0.652,0,0.2,0,0,0,0.51,0.2,0.727276028420832,-0.99602380575673,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,91,1000,688.21875,1000,370.059263359854,136943.858398438,311.75,1000,688.25,-0.40292872208203,-1.71444051285331,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.588,18.718,3.738,5.754,5.754,5.754,5.754,5.754,5.754,6.026,5.465,5.113
scenario3_1000_attribute_0.15,1000,1000,1,43899,42,47,43.899,43,43,1.74378869132702,3.040799,42,46,4,43.8647956134746,1.04016917052527,43.8310430603955,0.502288904975301,-1.32922072518664,0.039722742917311,6.90697123870479,0.502,0,0.68,0,0.152,0,0,0,0.516,0.15,0.826001851099357,-0.975936426507247,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,77,1000,685.921875,1000,372.671491761155,138884.040771484,322.75,1000,677.25,-0.402076337251563,-1.71344582946715,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.588,18.702,3.715,5.747,5.747,5.747,5.747,5.747,5.747,6.025,5.463,5.11
scenario3_1000_attribute_0.2,1000,1000,1,43931,42,47,43.931,43,43,1.77770610619416,3.160239,42,46,4,43.8954631343218,1.0409493108933,43.8603825249035,0.478018756579193,-1.36350070144027,0.040465869344977,6.90694145678159,0.516,0,0.648,0,0.154,0,0,0,0.504,0.178,0.753069832330272,-1.11681092216214,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,70,1000,686.421875,1000,372.218635544332,138546.712646484,322.75,1000,677.25,-0.40433851685365,-1.7086792261921,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.584,18.701,3.717,5.748,5.748,5.748,5.748,5.748,5.748,6.022,5.46,5.108
scenario3_1000_early_0.05,1000,1000,1,43913,42,47,43.913,43,43,1.76279068524882,3.107431,42,46,4,43.8780598166405,1.04060040784212,43.8435843814437,0.500332761249225,-1.33312216781876,0.040142797924278,6.9069545981986,0.508,0,0.668,0,0.154,0,0,0,0.5,0.17,0.793220140695463,-1.01603210607172,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,71,1000,686.140625,1000,372.426371380451,138701.402099609,331,1000,669,-0.402340195505432,-1.71279838254621,6,1,993,166.666666666667,1,369.548222683981,136565.888888889,1,2.5,1.5,1.78883867609672,1.19997185912477,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.59,18.705,3.739,5.748,5.748,5.748,5.748,5.748,5.748,6.026,5.464,5.112
scenario3_1000_early_0.1,1000,1000,1,43984,42,47,43.984,43,43,1.74864061487774,3.057744,43,46,3,43.9496279946339,1.04024288979223,43.9156666040758,0.454240386203327,-1.34897563762564,0.039756288988672,6.90696941791759,0.456,0,0.664,0,0.198,0,0,0,0.502,0.18,0.760878133180572,-0.95641720876151,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,86,1000,687.25,1000,370.933703645274,137591.8125,316,1000,684,-0.398781130895813,-1.7222873927878,8,1,991,125,1,327.317888298211,107137,1,1.5,0.5,2.26776871225037,3.14281139985605,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,9.966,14.609,18.719,3.765,5.752,5.752,5.752,5.752,5.752,5.752,6.031,5.469,5.115
scenario3_1000_early_0.15,1000,1000,1,43894,42,47,43.894,43,43,1.76089863422061,3.100764,43,46,3,43.8591564160683,1.04054112518576,43.8248124064619,0.540506064401624,-1.29614110140005,0.040117069171655,6.90695604622236,0.498,0,0.712,0,0.13,0,0,0,0.484,0.176,0.890728730130133,-0.754572862058543,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,76,1000,685.84375,1000,372.679160721307,138889.756835938,330,1000,670,-0.400612930557538,-1.71675436331817,11,1,985,90.9090909090909,1,282.737415778301,79940.4462809917,1,2.5,1.5,2.84601134939808,6.0998698732429,3,1,997,333.333333333333,2,469.283378023225,220226.888888889,1.5,499.5,498,0.707104373079521,-1.5,9.966,14.611,18.718,3.769,5.747,5.747,5.747,5.747,5.747,5.747,6.033,5.471,5.119
scenario3_1000_early_0.2,1000,1000,1,44003,42,47,44.003,43,43,1.79471195460441,3.220991,43,46,3,43.9668010052906,1.04131366402914,43.9310293419937,0.43558545087851,-1.39238951809793,0.040786127186883,6.90692808693197,0.488,0,0.63,0,0.182,0,0,0,0.488,0.212,0.674338531961555,-1.15891256509676,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,70,1000,687.546875,1000,370.857112379868,137534.997802734,320,1000,680,-0.403409782115074,-1.71196902353512,17,1,974,58.8235294117647,1,228.798199112132,52348.615916955,1,1,0,3.74977303496779,12.0614381592568,3,3,993,333.333333333333,4,466.454951975239,217580.222222222,3.5,498.5,495,0.707104343787085,-1.5,9.966,14.639,18.73,3.782,5.752,5.752,5.752,5.752,5.752,5.752,6.036,5.475,5.122
scenario3_1000_insert_0.05,1000,1000,1,44008,42,49,44.008,43,43,1.7657678216572,3.117936,43,46,3,43.9730243507807,1.04057529160332,43.938517328691,0.512059373148622,-1.18150038379911,0.040123791621005,6.90695544972576,0.305714285714284,0.504285714285717,0.124285714285714,0,0.007142857142857,0.358571428571427,0,0.115714285714285,0.008571428571429,0.004285714285714,0.920591499065686,-0.597640905110174,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,134,1,1000,328.417910447761,1,428.143498375958,183306.855201604,1,1000,999,0.824626566386933,-1.14579254610857,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,4,1,997,250,1,431.280651084651,186003,1,250,249,1.15470053837925,-0.666666666666667,9.966,14.59,18.716,3.738,5.767,5.767,5.767,5.767,5.767,5.767,6.025,5.464,5.111
scenario3_1000_insert_0.1,1000,1000,1,44070,42,49,44.07,43,43,1.81193266983075,3.2831,43,46,3,44.0332283133088,1.04159504031696,43.9969527944393,0.509048601841667,-1.0859038781972,0.041114877917648,6.90691551587685,0.314285714285713,0.454285714285717,0.147142857142857,0,0.032857142857143,0.322857142857141,0,0.132857142857142,0.015714285714286,0.008571428571429,0.762851150270135,-0.870799472772332,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,233,1,1000,189.141630901288,1,362.745375447433,131584.207408499,1,128,127,1.6756672026369,1.01882392702899,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,9.966,14.589,18.732,3.75,5.791,5.791,5.791,5.791,5.791,5.791,6.023,5.463,5.11
scenario3_1000_insert_0.15,1000,1000,1,44081,42,49,44.081,43,43,1.82110927733621,3.316439,43,46,3,44.0439419037783,1.04173306342847,44.0074574578026,0.587220205958005,-0.902736667294043,0.041312794113931,6.90690831345203,0.297142857142856,0.46714285714286,0.162857142857142,0,0.044285714285714,0.288571428571427,0,0.131428571428571,0.024285714285715,0.012857142857143,0.854047303539995,-0.498960718065353,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,305,1,1000,144.527868852459,1,326.819998651259,106811.311518409,1,1,0,2.11709928392239,2.72898031148551,6,1,995,166.666666666667,1,370.441928272465,137227.222222222,1,1,0,1.78885438199983,1.2,9,1,992,111.111111111111,1,311.441253402608,96995.6543209877,1,1,0,2.47487373415292,4.125,9.966,14.604,18.737,3.771,5.808,5.808,5.808,5.808,5.808,5.808,6.029,5.466,5.113
scenario3_1000_insert_0.2,1000,1000,1,44267,42,50,44.267,44,43,1.9072784274982,3.637711,43,46,3,44.2264042939905,1.04366204804593,44.1863206573578,0.46498990191053,-0.954316701948705,0.04308578461378,6.90683271609038,0.255000000000001,0.356249999999998,0.1375,0.0425,0,0.285000000000001,0.127499999999999,0.03125,0.01,0.005,0.625773126270135,-1.10546151115092,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,348,1,1000,127.204022988506,1,309.916110796038,96047.995730942,1,1,0,2.3332943290338,3.71950068199854,10,1,991,100,1,297,88209,1,1,0,2.66666666666667,5.11111111111111,9,1,992,111.111111111111,1,311.441253402608,96995.6543209877,1,1,0,2.47487373415292,4.125,9.966,14.624,18.761,3.788,5.821,5.821,5.821,5.821,5.821,5.821,6.033,5.47,5.117
scenario3_1000_late_0.05,1000,1000,1,43907,42,47,43.907,43,43,1.74881416965897,3.058351,43,46,3,43.8726292436859,1.04025770911478,43.8387364247769,0.52932427191998,-1.27942910859215,0.039829962640558,6.90696728770914,0.49,0,0.686,0,0.172,0,0,0,0.476,0.176,0.822098608291016,-0.854940548194723,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,81,1000,686.046875,1000,372.23834894827,138561.388427734,325.75,1000,674.25,-0.397000821031828,-1.72542428502475,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.582,18.71,3.731,5.749,5.749,5.749,5.749,5.749,5.749,6.026,5.463,5.111
scenario3_1000_late_0.1,1000,1000,1,43910,42,47,43.91,43,43,1.72275941442791,2.9679,43,46,3,43.8766383056005,1.03965196935663,43.8437300161803,0.525342017004948,-1.2786176351253,0.039233874161419,6.90699058588683,0.462,0,0.716,0,0.17,0,0,0,0.496,0.156,0.902884981781252,-0.665724396164536,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,82,1000,686.09375,1000,372.143651646696,138490.897460938,326,1000,674,-0.396398035454233,-1.72666948546511,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.57,18.713,3.731,5.749,5.749,5.749,5.749,5.749,5.749,6.027,5.465,5.112
scenario3_1000_late_0.15,1000,1000,1,43954,42,47,43.954,43,43,1.75267909213296,3.071884,43,46,3,43.9194742613434,1.04034008442534,43.8853895038686,0.484770487915999,-1.32275884145676,0.03987530354764,6.9069650357164,0.472,0,0.67,0,0.188,0,0,0,0.488,0.182,0.775357654416072,-0.932271396501299,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,87,1000,686.78125,1000,371.414503484231,137948.733398438,317,1000,683,-0.397702551633351,-1.72413423623815,3,1,997,333.333333333333,2,469.283378023225,220226.888888889,1.5,499.5,498,0.707104373079521,-1.5,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.584,18.725,3.752,5.751,5.751,5.751,5.751,5.751,5.751,6.031,5.469,5.116
scenario3_1000_late_0.2,1000,1000,1,43966,42,47,43.966,43,43,1.75238237836381,3.070844,43,46,3,43.9314301851416,1.0403799911843,43.8972385326212,0.41203209491352,-1.41907567676561,0.039857671345217,6.90696498373238,0.494,0,0.63,0,0.174,0,0,0,0.556,0.146,0.744418390164962,-1.18424740050219,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,69,1000,686.96875,1000,371.813375933999,138245.186523438,318.75,1000,681.25,-0.408284065595624,-1.70028794582421,4,1,997,250,1,431.280651084651,186003,1,250,249,1.15470053837925,-0.666666666666667,2,5,995,500,500,495,245025,252.5,747.5,495,0,-2,9.966,14.591,18.749,3.786,5.749,5.749,5.749,5.749,5.749,5.749,6.036,5.474,5.121
scenario3_1000_rework_0.05,1000,1000,1,44044,42,50,44.044,43,43,1.84121264388446,3.390064,43,46,3,44.0059791728779,1.04233113891685,43.9684467447479,0.471724955832566,-1.20593105368328,0.041803937968497,6.90688679360729,0.310000000000001,0.376249999999998,0.11375,0.00625,0,0.306250000000001,0.123749999999999,0.00875,0.00375,0.00125,0.663324706689236,-1.23589591091362,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,80,1007,688.1875,1000,372.073492194419,138438.68359375,316.75,1001,684.25,-0.408151396094847,-1.7010543712773,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.594,18.718,3.733,5.75,5.75,5.75,5.75,5.75,5.75,6.024,5.462,5.11
scenario3_1000_rework_0.1,1000,1000,1,44093,42,50,44.093,43,43,1.84617198548781,3.408351,43,46,3,44.0548739941578,1.04235173299539,44.0172882084328,0.531953559753232,-0.938954544062594,0.04186995635334,6.90688472959993,0.285000000000001,0.377499999999998,0.1325,0.02375,0,0.293750000000001,0.113749999999999,0.01,0.01125,0.0025,0.682283763913625,-1.1172998131399,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,82,1009,688.953125,1001,374.208265445506,140031.825927734,319.5,1005,685.5,-0.402828276561634,-1.7120785734549,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.596,18.723,3.73,5.747,5.747,5.747,5.747,5.747,5.747,6.026,5.464,5.112
scenario3_1000_rework_0.15,1000,1000,1,44092,42,50,44.092,43,43,1.83998260861346,3.385536,43,46,3,44.0541556093809,1.04218426269827,44.0168746507609,0.559099429883435,-0.934686485882345,0.041730531811065,6.90689082726386,0.267500000000001,0.411249999999998,0.11625,0.035,0,0.276250000000001,0.113749999999999,0.02,0.0075,0.0025,0.866965575943733,-0.618504978650049,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,76,1010,688.9375,1002.5,375.143967156277,140732.99609375,321.75,1006,684.25,-0.397833296947124,-1.72302176237559,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.586,18.721,3.721,5.747,5.747,5.747,5.747,5.747,5.747,6.024,5.463,5.109
scenario3_1000_rework_0.2,1000,1000,1,44173,42,50,44.173,44,43,1.84690849800417,3.411071,43,46,3,44.1349062415376,1.04229649724229,44.0973436448298,0.52849369023943,-0.87995638134349,0.041810800670187,6.90688712254855,0.257500000000001,0.361249999999998,0.162500000000001,0.05625,0,0.258750000000001,0.111249999999999,0.02875,0.0125,0.00125,0.621410935028255,-1.01502623832528,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,77,1014,690.203125,1003.5,375.454107535441,140965.786865234,316.75,1007,690.25,-0.396055826431556,-1.72631980694716,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.601,18.731,3.747,5.747,5.747,5.747,5.747,5.747,5.747,6.025,5.464,5.111
scenario3_1000_skip_0.05,1000,1000,1,43743,39,47,43.743,43,43,1.76378881955862,3.110951,42,46,4,43.7078854305435,1.04078589077831,43.6732297861981,0.509292319111075,-1.01978521419511,0.040321624478399,6.9069474974874,0.0025,0.00625,0.0175,0.323749999999998,0,0.420000000000001,0.104999999999999,0.0025,0.283749999999998,0.08875,0.858447330688763,-0.862146187302854,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,75,1000,683.484375,997,373.598380290733,139575.749755859,302,999,697,-0.393953158774135,-1.73231536000278,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.565,18.684,3.709,5.745,5.745,5.745,5.745,5.745,5.745,6.019,5.458,5.106
scenario3_1000_skip_0.1,1000,1000,1,43800,39,47,43.8,43,43,1.8422811946063,3.394,42,46,4,43.7614772246566,1.04280961050348,43.7231907205847,0.25179512884259,-0.989331931388503,0.042061214488728,6.90687330428933,0.0075,0.015,0.0325,0.291249999999998,0,0.366250000000001,0.126249999999999,0.02,0.299999999999998,0.09125,0.715784028082041,-1.16331276696723,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,81,1000,684.375,994.5,370.276564712108,137104.734375,326.75,997,670.25,-0.401705991647951,-1.7151547797676,5,1,996,200,1,398,158404,1,1,0,1.5,0.25,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.577,18.695,3.726,5.75,5.75,5.75,5.75,5.75,5.75,6.022,5.46,5.108
scenario3_1000_skip_0.15,1000,1000,1,43639,39,47,43.639,43,43,1.80462710829689,3.256679,42,46,4,43.6020214838948,1.04196782168331,43.5653896932409,0.37519057652037,-0.904612063861295,0.041353539455462,6.90690413638315,0.00625,0.01625,0.04,0.321249999999998,0,0.393750000000001,0.09,0.03375,0.278749999999998,0.07,0.880315952378997,-0.918701258988554,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,71,1000,681.859375,992.5,371.770631034257,138213.402099609,319,996,677,-0.401181513139144,-1.71519471339448,3,1,998,333.333333333333,1,469.990307228659,220890.888888889,1,499.5,498.5,0.707106781186548,-1.5,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.577,18.681,3.727,5.745,5.745,5.745,5.745,5.745,5.745,6.023,5.461,5.11
scenario3_1000_skip_0.2,1000,1000,1,43605,39,47,43.605,43,43,1.87855662677493,3.528975,42,46,4,43.5647437423673,1.04389113951408,43.5247058112052,0.234782950660552,-0.810104709560661,0.043081220657607,6.90682978246823,0.01375,0.02375,0.06125,0.292499999999998,0,0.365000000000001,0.109999999999999,0.04,0.267499999999999,0.07625,0.807664359418055,-0.962168324754593,0.001,0.01,0.05,0.1,0.2,0.5,0.75,1,0,0,-3,64,63,1000,681.328125,989,369.298535007904,136381.407958984,329,993,664,-0.402424988502902,-1.71212057763926,5,1,993,200,1,396.50170239231,157213.6,1,4,3,1.4999678311697,0.24995700015654,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,9.966,14.576,18.69,3.752,5.749,5.749,5.749,5.749,5.749,5.749,6.026,5.465,5.112
scenario4_1000_all_0.05,1000,447,0.447,12764,2,29,12.764,7,26,9.74455252949052,94.956304,4,23,19,8.94088665190439,2.40207884285869,6.36073524864875,0.367964708683854,-1.7040333465123,0.763440342329248,6.60826248618976,0.136296296296296,0.064444444444445,0.017037037037037,0,0,0,0.019259259259259,0.042222222222222,0.084074074074074,0.007037037037037,1.13640752533736,0.166502827238303,0.183,0.449,0.575,0.597,0.642,0.776,0.888,2.23713646532438,12.4705347156997,12.9509910646038,177.222475983591,105,1,1002,121.561904761905,59,150.91277353299,22774.6652154195,35,211,176,3.68936492320937,19.120791695617,9,1,990,111.111111111111,1,310.734414803398,96555.8765432099,1,2,1,2.47486549823237,4.12497669352962,10,1,991,100,1,297,88209,1,1,0,2.66666666666667,5.11111111111111,6.247,11.153,15.357,2.894,5.894,5.894,5.894,5.894,5.894,5.894,5.01,4.487,4.156
scenario4_1000_all_0.1,1000,433,0.433,12387,2,29,12.387,7,3,9.82482727583544,96.527231,4,23,19,8.51812338135873,2.4404059850763,6.02689908128123,0.444442432779439,-1.64233686988567,0.793156315155844,6.58963922323558,0.147777777777778,0.058888888888889,0.018518518518519,0,0,0,0.018518518518519,0.035925925925926,0.074444444444445,0.016296296296296,1.46221053804085,1.22707648257795,0.212,0.462,0.588,0.61,0.653,0.783,0.891,2.3094688221709,13.3583174371809,13.4399505745815,191.063791737426,104,1,1003,119.105769230769,58.5,148.149477417316,21948.2676590237,40.25,186.25,146,3.97800120334019,21.3364567592358,9,1,987,111.111111111111,1,309.674899224778,95898.5432098766,1,2,1,2.47483023055901,4.1248767588889,10,1,989,100,1,296.333933257735,87813.8,1,1,0,2.66664644308918,5.11104809902587,6.138,11.098,15.365,2.937,5.91,5.91,5.91,5.91,5.91,5.91,4.983,4.464,4.139
scenario4_1000_all_0.15,1000,452,0.452,12546,2,29,12.546,7,4,9.80529877158264,96.143884,4,23.25,19.25,8.72497832433073,2.4072458027512,6.22922411198402,0.427759840956552,-1.65775237539338,0.781547805801262,6.59825431903253,0.144444444444444,0.061111111111111,0.017407407407407,0,0,0,0.018888888888889,0.035925925925926,0.077037037037037,0.015555555555556,1.3769838713192,0.932716928742384,0.196,0.44,0.57,0.593,0.638,0.774,0.887,2.21238938053097,12.5030625115196,13.571393013034,193.52925324222,118,1,1003,106.322033898305,48.5,145.596777841741,21198.4217178972,1,198,197,3.90115857589653,21.3763686178657,13,1,980,76.9230769230769,1,260.698311209443,67963.6094674556,1,2,1,3.17532045484857,8.08292443773448,13,1,986,76.9230769230769,1,262.428440513852,68868.6863905325,1,1,0,3.17540345236922,8.08324456796002,6.311,11.154,15.379,2.959,5.91,5.91,5.91,5.91,5.91,5.91,5.033,4.514,4.183
scenario4_1000_all_0.2,1000,461,0.461,12257,1,28,12.257,7,3,9.75176655791144,95.096951,4,23,19,8.43082638122016,2.44006994403548,5.9434116119222,0.46409027802072,-1.61985449779644,0.795607943045724,6.58909206508613,0.07962962962963,0.098148148148148,0.047777777777778,0.000740740740741,0,0.00037037037037,0.000740740740741,0.045925925925926,0.018518518518519,0.078518518518519,0.370273821867199,-1.41176868181783,0.184,0.419,0.558,0.585,0.631,0.769,0.884,2.16919739696312,11.5897705852691,13.6531547130759,196.347570508869,128,1,1001,95.7578125,48,141.384435256201,19989.5585327148,1,191,190,4.08862228098122,23.359183939962,19,1,957,52.6315789473684,1,213.179738971679,45445.6011080332,1,3,2,4.00580512839532,14.049829615345,14,1,982,71.4285714285714,1,252.549207167269,63781.1020408163,1,1,0,3.32810304335636,9.07652281581803,6.524,11.188,15.35,3.001,5.906,5.906,5.906,5.906,5.906,5.906,5.025,4.52,4.195
scenario4_1000_attribute_0.05,1000,383,0.383,12103,3,27,12.103,7,4,9.75214801979543,95.104391,4,25,21,8.35968227921005,2.40218105506286,6.02184624694316,0.515401650677081,-1.58506803164845,0.805762870345818,6.5858309680918,0.170416666666667,0.070833333333333,0.019166666666667,0,0,0,0,0.04625,0.005416666666667,0.104583333333333,1.24289145081639,0.352835655750197,0.208,0.46,0.636,0.655,0.693,0.808,0.904,2.61096605744125,15.316421837946,12.1773042696436,155.478303389231,83,7,1000,145.819277108434,174,153.288698769876,23497.4251705618,48,201,153,4.05401861768273,20.3353351832312,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,5.696,10.881,15.231,2.777,5.857,5.857,5.857,5.857,5.857,5.857,4.854,4.328,3.999
scenario4_1000_attribute_0.1,1000,413,0.413,12636,3,27,12.636,7,26,9.96531504770421,99.307504,4,26,22,8.66899963750751,2.45176364978218,6.11847552893231,0.394046058310008,-1.71439683461171,0.788644748947785,6.5900054311561,0.16875,0.065,0.014166666666667,0,0,0,0,0.046666666666667,0.008333333333333,0.11375,1.22856508092674,0.198416113287991,0.209,0.489,0.607,0.628,0.669,0.793,0.896,2.42130750605327,14.4962792666305,12.9363652816424,174.265123716244,83,15,1000,152.240963855422,173,157.192276578522,24709.4118159385,41,232,191,3.6610634218219,17.5181952147918,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,5.898,11.116,15.363,2.843,5.844,5.844,5.844,5.844,5.844,5.844,4.928,4.396,4.069
scenario4_1000_attribute_0.15,1000,402,0.402,12383,3,27,12.383,7,4,9.8195881278188,96.424311,4,25,21,8.53689452193125,2.42609084554373,6.0835376259498,0.440879335483131,-1.66058154450068,0.792989431302496,6.59014675089371,0.17125,0.06375,0.0175,0,0,0,0,0.049583333333333,0.00875,0.105833333333333,1.28090545977128,0.458286314712256,0.209,0.49,0.618,0.638,0.678,0.799,0.899,2.48756218905473,14.8906827367161,12.7659232263348,169.537391444115,83,14,1000,149.192771084337,192,153.30310615699,23501.8423573813,48,202,154,3.99599854051927,19.9652374613363,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,5.819,11.014,15.325,2.85,5.874,5.874,5.874,5.874,5.874,5.874,4.921,4.391,4.064
scenario4_1000_attribute_0.2,1000,419,0.419,12776,3,27,12.776,7,26,9.83472541558736,96.721824,4,25,21,8.88123562691657,2.42596813532813,6.27814535290233,0.368259363952205,-1.70867512281258,0.769781262960814,6.60295768532763,0.158333333333333,0.06625,0.020833333333333,0,0,0,0,0.054166666666667,0.008333333333333,0.10875,1.09781821117207,-0.069618649351832,0.205,0.467,0.601,0.622,0.664,0.79,0.895,2.38663484486873,13.6722080311343,12.7935933130842,173.355083764916,83,12,1000,153.927710843373,199,153.98582184245,23711.6333284947,49,212,163,3.86728149600097,19.0786712260286,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,1,1000,1000,1000,1000,0,0,1000,1000,0,0,-3,6.009,11.119,15.371,2.869,5.888,5.888,5.888,5.888,5.888,5.888,4.95,4.421,4.093
scenario4_1000_early_0.05,1000,433,0.433,12679,3,27,12.679,7,4,9.87380164880782,97.491959,4,25,21,8.74762039136799,2.4426593406302,6.17437530954399,0.373485100507727,-1.71564881428311,0.778752397571403,6.59624066578547,0.169583333333333,0.055833333333333,0.020416666666667,0,0,0,0,0.052916666666667,0.010833333333333,0.107083333333333,1.29088219319148,0.482209217074029,0.193,0.444,0.588,0.61,0.653,0.783,0.891,2.3094688221709,13.0935990195083,13.3335358915256,184.945930905744,83,10,1000,152.759036144578,196,152.805774063099,23349.6045870228,55,196,141,3.98144885406063,19.884774309785,9,1,965,111.111111111111,2,301.91589868131,91153.2098765432,2,9,7,2.47422404539471,4.12315750214341,5,1,983,200,5,391.504789242737,153276,4,7,3,1.49990821078002,0.249877761624838,6.203,11.215,15.419,2.948,5.896,5.896,5.896,5.896,5.896,5.896,5.014,4.482,4.15
